winner 	  t0_baron_kills 	 t0_first_baron 	 t0_dragon_kills 	 t0_first_dragon 	 t0_first_blood 	 t0_first_inhib 	 t0_first_herald 	 t0_first_tower 	 t0_inhib_kills 	 t0_herald_kills 	  t0_cs_min_0_10 	 t0_cs_min_10_20 	 t0_xp_min_0_10 	 t0_xp_min_10_20 	 t0_gold_min_0_10 	 t0_gold_min_10_20 	 t0_cs_diff_min_0_10 	 t0_cs_diff_min_10_20 	 t0_xp_diff_min_0_10 	 t0_xp_diff_min_10_20 	 t0_dmg_taken_min_0_10 	 t0_dmg_taken_min_10_20 	 t0_dmg_taken_diff_0_10 	 t0_dmg_taken_diff_10_20 	  t1_baron_kills 	 t1_first_baron 	 t1_dragon_kills 	 t1_first_dragon 	 t1_first_blood 	 t1_first_inhib 	 t1_first_herald 	 t1_first_tower 	 t1_inhib_kills 	 t1_herald_kills 	  t1_cs_min_0_10 	 t1_cs_min_10_20 	 t1_xp_min_0_10 	 t1_xp_min_10_20 	 t1_gold_min_0_10 	 t1_gold_min_10_20 	 t1_cs_diff_min_0_10 	 t1_cs_diff_min_10_20 	 t1_xp_diff_min_0_10 	 t1_xp_diff_min_10_20 	 t1_dmg_taken_min_0_10 	 t1_dmg_taken_min_10_20 	 t1_dmg_taken_diff_0_10 	 t1_dmg_taken_diff_10_20 	
0	  1	 1	 3	 0	 1	 1	 1	 0	 0	 0	  16.299999999999997	 20.1	 1779.6000000000001	 2118.2	 1307.3000000000002	 1862.7	 -2.4	 -4.0	 101.6	 -392.7	 2054.4	 3427.0	 -403.8999999999999	 -763.8	  2	 0	 2	 1	 0	 0	 0	 1	 5	 1	  18.7	 24.1	 1678.0	 2510.8999999999996	 1407.2	 2031.6000000000001	 2.4	 4.000000000000001	 -101.59999999999998	 392.70000000000005	 2458.3	 4190.799999999999	 403.8999999999999	 763.8000000000001
0	  1	 0	 0	 1	 1	 1	 1	 1	 0	 0	  17.9	 21.1	 1614.3000000000002	 2127.7000000000003	 1160.5	 1781.8999999999999	 3.5000000000000004	 4.8999999999999995	 22.400000000000006	 157.80000000000004	 2123.5	 3573.5	 -72.5	 69.09999999999997	  1	 1	 5	 0	 0	 0	 0	 0	 3	 1	  17.599999999999998	 18.3	 1759.4000000000003	 2139.3	 1405.8000000000002	 2094.4	 -3.5000000000000004	 -4.9	 -22.400000000000006	 -157.80000000000004	 1896.7999999999997	 3420.7	 72.5	 -69.09999999999997
0	  0	 1	 1	 0	 1	 1	 0	 0	 0	 1	  17.099999999999998	 17.9	 1710.4	 2150.7000000000003	 1102.5	 1999.2	 2.4999999999999987	 -0.7999999999999998	 116.30000000000001	 286.0	 1937.8000000000002	 3655.5	 -40.900000000000006	 -72.49999999999983	  2	 0	 3	 1	 0	 0	 1	 1	 4	 0	  14.6	 18.7	 1594.1	 1864.6999999999998	 962.6999999999999	 1691.8	 -2.499999999999999	 0.7999999999999998	 -116.30000000000001	 -286.0	 1978.7000000000003	 3728.0000000000005	 40.900000000000006	 72.49999999999983
0	  0	 1	 2	 0	 1	 1	 1	 1	 1	 0	  14.500000000000002	 16.299999999999997	 1708.3999999999999	 1982.1	 913.4000000000001	 1419.5	 0.20000000000000062	 0.19999999999999996	 -11.999999999999986	 114.99999999999997	 1493.8000000000002	 2712.8	 -359.4	 -985.1999999999999	  1	 0	 2	 1	 0	 0	 1	 0	 3	 0	  14.299999999999999	 16.1	 1720.3999999999999	 1867.1	 1054.1000000000001	 1426.8	 -0.20000000000000062	 -0.20000000000000007	 11.999999999999986	 -114.99999999999997	 1853.2	 3697.9999999999995	 359.4	 985.2
0	  1	 0	 2	 1	 1	 0	 1	 0	 4	 0	  20.2	 25.0	 1736.1000000000001	 2215.9	 1130.4	 1841.7000000000003	 0.2000000000000004	 4.5	 -77.49999999999993	 251.09999999999994	 1370.3	 2803.4	 -441.4	 361.70000000000005	  1	 1	 3	 0	 0	 1	 0	 1	 3	 1	  20.0	 20.499999999999996	 1813.6	 1964.8	 1167.0	 1572.7	 -0.2000000000000004	 -4.5	 77.49999999999993	 -251.09999999999988	 1811.6999999999998	 2441.7	 441.4	 -361.70000000000005
0	  1	 1	 4	 0	 1	 1	 1	 0	 0	 0	  19.299999999999997	 18.4	 1899.5	 2268.2	 1349.4	 1924.8000000000002	 1.9000000000000004	 -1.9999999999999996	 78.09999999999997	 104.40000000000003	 2186.3	 3395.7	 -213.59999999999985	 -846.4	  2	 0	 1	 1	 0	 0	 1	 1	 5	 0	  17.4	 20.4	 1821.4	 2163.7999999999997	 1319.8000000000002	 1810.1999999999998	 -1.9000000000000004	 1.9999999999999993	 -78.09999999999997	 -104.40000000000003	 2399.9	 4242.099999999999	 213.59999999999985	 846.3999999999999
1	  1	 0	 3	 0	 1	 0	 1	 0	 5	 0	  18.6	 21.599999999999998	 1776.1	 2037.5	 1207.7	 1764.9	 -0.8000000000000003	 -3.4000000000000004	 109.7	 -163.3	 1906.8000000000002	 2799.9	 128.60000000000008	 89.00000000000006	  1	 1	 1	 1	 0	 1	 1	 1	 1	 0	  19.4	 25.0	 1666.3999999999999	 2200.7999999999997	 1221.0	 1780.6000000000001	 0.8000000000000003	 3.4000000000000004	 -109.70000000000002	 163.3	 1778.2	 2710.9	 -128.60000000000008	 -89.00000000000006
0	  0	 1	 2	 1	 0	 0	 1	 0	 3	 0	  20.1	 25.900000000000002	 1700.4	 2312.6	 1302.1	 2031.0	 -2.400000000000001	 -3.4999999999999996	 -103.70000000000005	 27.599999999999994	 2002.5	 2968.8999999999996	 -214.6999999999999	 -136.5000000000001	  2	 0	 3	 0	 1	 1	 1	 1	 2	 0	  22.5	 29.4	 1804.1	 2285.0	 1367.7	 1906.2000000000003	 2.4000000000000012	 3.499999999999999	 103.70000000000005	 -27.599999999999994	 2217.2	 3105.3999999999996	 214.69999999999993	 136.5000000000001
0	  1	 0	 3	 0	 0	 0	 0	 0	 6	 1	  18.299999999999997	 18.1	 1944.4	 2141.8	 1283.2	 2229.5	 -0.600000000000001	 -2.9999999999999996	 317.09999999999997	 244.9	 2054.0	 3231.9	 -34.30000000000007	 -353.0999999999999	  1	 1	 2	 1	 1	 1	 1	 1	 2	 0	  18.900000000000002	 21.1	 1627.3000000000002	 1896.9	 1103.3000000000002	 1567.0	 0.600000000000001	 2.9999999999999996	 -317.1	 -244.9	 2088.2999999999997	 3585.0	 34.30000000000007	 353.0999999999999
1	  1	 1	 3	 1	 0	 0	 1	 0	 3	 0	  14.299999999999999	 15.700000000000001	 1517.8000000000002	 2057.8	 1254.0	 2027.4999999999998	 0.5000000000000009	 1.7000000000000013	 -113.79999999999994	 186.49999999999991	 2063.7	 3293.6000000000004	 -458.4	 -585.8000000000002	  1	 0	 2	 0	 1	 1	 1	 1	 0	 0	  13.8	 14.0	 1631.6	 1871.3000000000002	 1153.1000000000001	 1628.7	 -0.5000000000000007	 -1.7000000000000008	 113.79999999999994	 -186.49999999999991	 2522.1	 3879.3999999999996	 458.4	 585.8000000000002
1	  1	 1	 1	 0	 0	 0	 1	 1	 2	 0	  15.5	 18.1	 1740.9999999999998	 2014.4000000000003	 1267.0	 1714.4	 -4.0	 -2.399999999999999	 -53.30000000000004	 27.800000000000068	 2065.7999999999997	 3671.3999999999996	 -72.70000000000003	 677.3999999999999	  1	 0	 1	 1	 1	 1	 1	 0	 0	 0	  19.5	 20.5	 1794.2999999999997	 1986.6	 1242.7	 1719.1999999999998	 4.0	 2.399999999999999	 53.30000000000004	 -27.800000000000068	 2138.5	 2994.0	 72.70000000000003	 -677.3999999999999
0	  1	 1	 2	 1	 1	 0	 0	 0	 2	 1	  19.900000000000002	 26.799999999999997	 1839.6999999999998	 2005.3000000000002	 1363.2	 1974.3000000000002	 -1.0	 6.8999999999999995	 153.89999999999998	 -299.0999999999999	 2092.3	 4108.7	 -97.90000000000003	 681.9000000000001	  1	 0	 2	 0	 0	 1	 1	 1	 2	 0	  20.9	 19.900000000000002	 1685.8	 2304.4000000000005	 1232.4	 1976.4	 1.0	 -6.899999999999998	 -153.89999999999998	 299.0999999999999	 2190.2	 3426.8	 97.90000000000003	 -681.9000000000001
1	  1	 0	 5	 0	 0	 1	 0	 0	 1	 1	  17.0	 16.3	 1612.3000000000002	 1889.2999999999997	 1373.5	 2016.8000000000002	 3.5	 -2.3000000000000003	 201.60000000000002	 -260.29999999999995	 2113.8	 3746.2999999999997	 130.89999999999995	 578.8000000000001	  1	 1	 0	 1	 1	 0	 1	 1	 1	 0	  14.600000000000001	 21.2	 1485.5	 2151.2	 1200.4	 1954.9	 -3.5	 2.3000000000000003	 -201.60000000000002	 260.29999999999995	 2056.0	 3104.7000000000003	 -130.89999999999995	 -578.8
1	  1	 0	 2	 1	 0	 0	 1	 0	 1	 0	  20.299999999999997	 23.4	 1733.5	 1964.3	 1340.6	 1629.0	 2.8000000000000016	 -2.6999999999999993	 -26.59999999999998	 -131.99999999999994	 2200.5	 3062.3999999999996	 -20.500000000000085	 -458.4	  0	 1	 2	 0	 1	 1	 0	 1	 0	 1	  17.5	 26.099999999999998	 1760.1	 2096.2999999999997	 1357.8000000000002	 1841.8	 -2.8000000000000016	 2.6999999999999993	 26.59999999999998	 131.99999999999994	 2221.0	 3520.8	 20.500000000000085	 458.4
0	  0	 1	 0	 1	 1	 1	 1	 0	 0	 0	  14.6	 19.799999999999997	 1627.0	 2045.0	 1153.3000000000002	 1779.2000000000003	 -1.5999999999999999	 -1.0999999999999992	 -20.60000000000005	 -356.29999999999995	 1573.1	 2940.9	 -456.59999999999997	 -244.70000000000005	  2	 0	 5	 0	 0	 0	 1	 1	 4	 0	  16.2	 20.9	 1647.6000000000001	 2401.3	 1087.0	 1899.7	 1.6	 1.0999999999999992	 20.60000000000005	 356.29999999999995	 2029.7000000000003	 3185.6000000000004	 456.5999999999999	 244.70000000000005
1	  0	 1	 3	 0	 1	 0	 1	 1	 2	 0	  17.0	 23.599999999999998	 1777.0	 2107.0	 1241.3	 1849.8999999999999	 -0.0999999999999992	 6.6000000000000005	 -134.79999999999995	 -111.89999999999989	 2399.5	 4460.1	 167.50000000000003	 1215.8	  1	 0	 1	 1	 0	 1	 1	 0	 0	 0	  17.099999999999998	 17.0	 1911.8	 2218.8999999999996	 1271.4	 1964.6000000000001	 0.09999999999999942	 -6.6000000000000005	 134.79999999999995	 111.89999999999989	 2232.0	 3244.3	 -167.50000000000006	 -1215.8
1	  1	 0	 3	 1	 1	 1	 1	 1	 3	 0	  14.700000000000001	 16.6	 1564.1000000000001	 2072.0	 1083.6	 1658.6	 -0.39999999999999925	 -3.099999999999999	 -107.90000000000003	 -120.7999999999999	 1990.6999999999998	 3770.6000000000004	 -159.30000000000007	 578.6000000000003	  0	 1	 1	 0	 0	 0	 1	 0	 1	 0	  15.1	 19.7	 1672.0	 2192.8	 1150.3	 1860.3000000000002	 0.39999999999999925	 3.099999999999999	 107.90000000000003	 120.7999999999999	 2150.0	 3191.9999999999995	 159.30000000000007	 -578.6000000000003
1	  0	 1	 4	 0	 1	 0	 0	 0	 3	 1	  15.3	 16.7	 1749.6	 2174.7999999999997	 1395.8	 2121.9	 -1.2999999999999996	 -0.8000000000000003	 368.80000000000007	 10.099999999999994	 2059.9	 4677.8	 -248.4000000000001	 -886.0999999999997	  2	 0	 0	 1	 0	 1	 1	 1	 0	 0	  16.599999999999998	 17.5	 1380.8	 2164.7	 993.9999999999999	 2003.5	 1.2999999999999996	 0.8000000000000003	 -368.80000000000007	 -10.099999999999994	 2308.3	 5563.9	 248.4000000000001	 886.0999999999997
0	  0	 1	 1	 0	 1	 1	 1	 1	 0	 0	  15.1	 18.3	 1582.0	 1896.2	 1072.6999999999998	 1502.8	 -0.10000000000000037	 -2.1	 -103.50000000000003	 -156.40000000000006	 2018.5000000000002	 3379.7	 -26.90000000000002	 -6.7000000000000455	  0	 1	 1	 1	 0	 0	 0	 0	 3	 1	  15.200000000000001	 20.4	 1685.5000000000002	 2052.6000000000004	 1189.6999999999998	 1783.4	 0.10000000000000053	 2.1	 103.50000000000003	 156.40000000000006	 2045.4	 3386.3999999999996	 26.90000000000005	 6.7000000000000455
1	  1	 0	 4	 0	 1	 0	 1	 0	 3	 0	  14.7	 25.599999999999998	 1602.8000000000002	 2438.6	 1181.8000000000002	 1828.6	 -3.6999999999999997	 1.5000000000000013	 -86.30000000000003	 279.8000000000001	 1930.6	 3474.1	 -577.8	 -446.5999999999999	  0	 1	 0	 1	 0	 1	 1	 1	 0	 0	  18.4	 24.1	 1689.1000000000001	 2158.8	 1226.9	 1530.1	 3.7	 -1.5000000000000013	 86.30000000000003	 -279.8000000000001	 2508.3999999999996	 3920.7000000000003	 577.8	 446.5999999999999
0	  1	 0	 0	 1	 1	 1	 1	 1	 0	 0	  17.7	 27.7	 1601.8	 2157.1	 1207.0	 1657.3000000000002	 -2.600000000000001	 3.0000000000000013	 -204.49999999999997	 -111.40000000000006	 2330.7000000000003	 3726.1000000000004	 414.1	 883.4999999999999	  1	 1	 4	 0	 0	 0	 1	 0	 2	 0	  20.300000000000004	 24.7	 1806.3000000000002	 2268.5	 1336.0	 2097.1	 2.6000000000000014	 -3.0000000000000013	 204.49999999999994	 111.40000000000009	 1916.6	 2842.6000000000004	 -414.1	 -883.5
0	  0	 1	 1	 0	 1	 1	 1	 0	 0	 0	  20.8	 22.900000000000002	 1740.9	 2284.9	 1134.5	 1909.1999999999998	 -0.9000000000000001	 0.2999999999999998	 -46.09999999999994	 358.20000000000005	 1247.7999999999997	 2968.1000000000004	 26.00000000000003	 504.1	  2	 0	 3	 1	 0	 0	 1	 1	 1	 0	  21.700000000000003	 22.6	 1787.0	 1926.7000000000003	 1206.8000000000002	 1552.7	 0.9000000000000004	 -0.30000000000000027	 46.09999999999994	 -358.20000000000005	 1221.8	 2464.0	 -26.000000000000014	 -504.1
1	  1	 0	 3	 1	 1	 0	 0	 0	 1	 1	  16.9	 20.799999999999997	 1716.7	 2387.9	 1280.2	 2172.5	 -2.5000000000000004	 -2.2000000000000006	 60.40000000000005	 233.90000000000003	 2005.4	 3652.8999999999996	 187.70000000000002	 7.7999999999999545	  0	 1	 1	 0	 0	 1	 1	 1	 0	 0	  19.4	 23.0	 1656.3	 2154.0	 1348.3	 1972.8000000000002	 2.5000000000000004	 2.2	 -60.40000000000005	 -233.90000000000003	 1817.7	 3645.1000000000004	 -187.70000000000002	 -7.7999999999999545
1	  2	 0	 5	 0	 1	 0	 0	 1	 5	 1	  16.6	 19.0	 1752.7	 2379.5	 1103.5	 1846.8	 1.8999999999999995	 -0.10000000000000053	 121.49999999999997	 621.4000000000001	 1665.5000000000002	 2677.0	 -295.8	 -765.0	  0	 1	 0	 1	 0	 1	 1	 0	 0	 0	  14.700000000000001	 19.1	 1631.1999999999998	 1758.1	 1085.4	 1405.2999999999997	 -1.8999999999999995	 0.10000000000000075	 -121.49999999999997	 -621.4000000000001	 1961.3	 3442.0000000000005	 295.80000000000007	 765.0000000000001
1	  2	 0	 2	 1	 0	 1	 1	 1	 4	 0	  16.799999999999997	 21.8	 1634.9	 2035.5	 1173.8	 1908.2	 0.6000000000000005	 0.39999999999999947	 -15.0	 10.499999999999858	 2137.1	 3818.5	 230.69999999999993	 102.9000000000002	  0	 1	 2	 0	 1	 0	 1	 0	 1	 0	  16.2	 21.400000000000002	 1649.9	 2025.0	 1251.6999999999998	 1909.1	 -0.6000000000000005	 -0.3999999999999999	 15.0	 -10.499999999999858	 1906.3999999999999	 3715.6	 -230.69999999999996	 -102.9000000000002
0	  1	 0	 3	 0	 1	 1	 1	 1	 0	 0	  19.5	 23.2	 1725.3	 2511.2999999999997	 1172.8999999999999	 2150.0	 1.5999999999999992	 4.699999999999999	 -132.49999999999991	 -78.4	 2053.4	 4619.400000000001	 567.6	 180.5000000000001	  0	 1	 2	 1	 0	 0	 1	 0	 2	 0	  17.900000000000002	 18.5	 1857.8	 2589.7	 1302.2	 2212.2999999999997	 -1.5999999999999992	 -4.7	 132.49999999999991	 78.4	 1485.7999999999997	 4438.9	 -567.6	 -180.5000000000001
0	  0	 1	 2	 1	 0	 1	 0	 0	 0	 1	  19.1	 21.6	 1678.9	 2184.8	 1259.0	 1912.6	 1.5	 4.299999999999999	 -138.49999999999997	 -17.89999999999995	 1931.7	 3781.8	 283.1	 583.2	  1	 0	 2	 0	 1	 0	 1	 1	 2	 0	  17.6	 17.3	 1817.4	 2202.7	 1223.0	 1899.9	 -1.5	 -4.299999999999999	 138.49999999999997	 17.89999999999995	 1648.6000000000001	 3198.6	 -283.1	 -583.2
0	  0	 1	 0	 1	 1	 1	 1	 0	 0	 0	  15.899999999999999	 19.2	 1535.1000000000001	 2215.6	 1053.1	 1476.8000000000002	 1.4	 -3.499999999999999	 -120.99999999999993	 -7.600000000000023	 1954.6000000000001	 3105.2	 448.9	 334.7	  0	 1	 2	 0	 0	 0	 1	 1	 3	 0	  14.5	 22.7	 1656.1	 2223.2	 1116.4	 1475.3999999999999	 -1.4000000000000001	 3.499999999999999	 120.99999999999994	 7.600000000000023	 1505.7	 2770.5	 -448.9	 -334.7
0	  0	 1	 0	 1	 0	 1	 1	 1	 0	 0	  15.6	 20.0	 1641.3	 2017.5	 969.9000000000001	 1473.7	 -2.3	 -1.5	 -136.40000000000006	 -314.40000000000003	 1867.1	 3318.9	 395.59999999999997	 870.8000000000001	  1	 0	 3	 0	 1	 0	 1	 0	 2	 0	  17.9	 21.5	 1777.6999999999998	 2331.8999999999996	 1109.3000000000002	 1939.1	 2.3	 1.5	 136.40000000000006	 314.4	 1471.5000000000002	 2448.1	 -395.59999999999997	 -870.8
1	  1	 0	 1	 1	 1	 1	 1	 1	 1	 0	  16.1	 18.6	 1519.4	 2135.4	 978.9000000000001	 1682.9	 -3.1	 -3.099999999999999	 -466.0	 -390.19999999999993	 1813.3	 3900.1	 -351.69999999999993	 -400.5999999999999	  0	 1	 3	 0	 0	 0	 1	 0	 3	 0	  19.2	 21.700000000000003	 1985.4	 2525.6	 1393.7	 2135.0	 3.1000000000000005	 3.099999999999999	 466.0	 390.19999999999993	 2165.0	 4300.7	 351.69999999999993	 400.59999999999997
1	  1	 0	 2	 0	 0	 0	 1	 1	 1	 0	  20.6	 23.8	 1826.1999999999998	 2075.9	 1153.5	 1501.5	 1.6000000000000003	 2.3000000000000003	 118.10000000000005	 -124.79999999999998	 1578.6000000000001	 3310.6000000000004	 15.099999999999994	 558.9000000000001	  0	 1	 1	 1	 1	 1	 1	 0	 0	 0	  19.0	 21.5	 1708.1000000000001	 2200.7	 1028.2	 1692.2	 -1.6000000000000003	 -2.3000000000000003	 -118.10000000000005	 124.79999999999998	 1563.4999999999998	 2751.7	 -15.099999999999994	 -558.9000000000001
0	  2	 0	 0	 1	 1	 0	 0	 1	 3	 1	  20.400000000000002	 21.3	 1589.1000000000001	 2281.8	 1219.1	 2068.6	 3.2000000000000006	 0.7999999999999998	 -30.39999999999995	 79.89999999999995	 2050.1	 3573.4000000000005	 307.8999999999999	 -89.10000000000002	  0	 1	 5	 0	 0	 1	 1	 0	 1	 0	  17.2	 20.5	 1619.5	 2201.9	 1255.6	 1923.6999999999998	 -3.2000000000000006	 -0.7999999999999998	 30.39999999999995	 -79.89999999999995	 1742.2	 3662.5000000000005	 -307.8999999999999	 89.10000000000002
0	  0	 1	 2	 1	 1	 1	 0	 0	 0	 1	  19.3	 22.9	 1715.7	 2139.0	 1135.7	 1892.3999999999999	 2.9999999999999996	 -0.8000000000000003	 89.30000000000001	 -172.80000000000004	 1811.2000000000003	 3450.2000000000003	 -144.7	 -341.4999999999999	  2	 0	 2	 0	 0	 0	 1	 1	 2	 0	  20.299999999999997	 22.5	 1653.1000000000001	 2302.0	 1337.4	 2093.8999999999996	 -2.9999999999999996	 0.8000000000000003	 -89.30000000000001	 172.80000000000004	 2076.0	 3862.5	 144.7	 341.4999999999999
1	  1	 0	 2	 0	 0	 0	 1	 1	 1	 0	  16.8	 20.900000000000002	 1684.6	 2193.7	 1151.6999999999998	 2026.2	 1.7000000000000006	 6.7	 10.100000000000023	 -303.10000000000014	 2012.0	 4213.0	 323.70000000000005	 565.9000000000001	  0	 1	 2	 1	 1	 1	 0	 0	 0	 1	  15.100000000000001	 14.2	 1674.5000000000002	 2496.8	 1199.6	 2356.8	 -1.7000000000000006	 -6.700000000000001	 -10.100000000000023	 303.10000000000014	 1688.3	 3647.1	 -323.70000000000005	 -565.9000000000001
